date,gross_sales_sar,return_value_sar,sama_calibrated_net_sales_sar,base_net_sales_sar_unscaled,scenario_net_sales_sar,transaction_rows,invoice_count,electronic_invoice_count,unique_observed_customers,new_observed_customers,returning_observed_customers,unique_products,units,average_invoice_value_sar,return_rate_value,sama_weekly_market_index
2024-01-26,99543.27,2076.33,97466.94,116976.91,122826.07,1625,63,54,53,5,48,895,12512.0,1547.09,0.020859,0.9263775202470631
2024-01-27,314084.63,1782.04,312302.59,376603.51,395433.59,1948,70,59,51,5,46,970,32852.0,4461.47,0.005674,0.926377520247063
2024-01-28,247446.79,2904.98,244541.81,166794.9,175135.17,1529,90,73,75,7,68,878,20700.0,2717.13,0.01174,1.202236851953851
2024-01-29,259452.12,24266.51,235185.61,163578.72,163578.72,1706,82,61,69,6,63,883,17379.0,2868.12,0.09353,1.2022368519538513
2024-01-30,187838.82,10005.95,177832.87,128576.79,128576.79,1218,86,62,67,7,60,752,19141.0,2067.82,0.053269,1.202236851953851
2024-01-31,50921.99,475.94,50446.05,37332.79,37332.79,711,22,20,18,1,17,526,5677.0,2293.0,0.009346,1.2022368519538513
2024-02-01,214422.37,14746.41,199675.96,131806.58,131806.58,1673,70,56,55,6,49,911,14818.0,2852.51,0.068773,1.202236851953851
2024-02-02,215367.92,4825.58,210542.35,153165.35,153165.35,1177,64,49,53,4,49,720,15886.0,3289.72,0.022406,1.2022368519538513
2024-02-03,138734.87,615.17,138119.7,93242.2,93242.2,1072,46,35,42,5,37,715,9181.0,3002.6,0.004434,1.2022368519538513
2024-02-04,120419.42,1705.45,118713.97,97233.34,97233.34,1494,74,58,65,3,62,834,10615.0,1604.24,0.014163,0.996289171257478
2024-02-05,154281.24,726.18,153555.06,124355.12,124355.12,1373,78,62,70,6,64,828,13009.0,1968.65,0.004707,0.9962891712574778
2024-02-06,66396.45,3807.54,62588.91,50723.68,50723.68,926,37,29,32,5,27,636,5706.0,1691.59,0.057346,0.9962891712574777
2024-02-07,150104.45,1731.24,148373.21,119049.59,119049.59,1245,71,53,60,8,52,772,13737.0,2089.76,0.011534,0.9962891712574777
2024-02-08,169392.43,3248.48,166143.95,135223.86,135223.86,1138,76,58,62,5,57,663,15463.0,2186.1,0.019177,0.9962891712574778
2024-02-09,167190.81,3140.73,164050.08,130743.62,130743.62,1030,73,58,63,8,55,671,19267.0,2247.26,0.018785,0.9962891712574778
2024-02-10,233868.25,6165.59,227702.66,191297.49,191297.49,1588,105,85,89,6,83,782,19220.0,2168.6,0.026364,0.9962891712574778
2024-02-11,149356.41,47.04,149309.37,142764.51,142764.51,1463,57,42,40,4,36,717,12699.0,2619.46,0.000315,1.0040397627513111
2024-02-12,72928.77,101.52,72827.25,68424.11,68424.11,937,44,30,39,4,35,618,8135.0,1655.16,0.001392,1.0040397627513113
2024-02-13,334863.44,139648.36,195215.08,171669.86,171669.86,3174,91,74,66,3,63,1283,39038.0,2145.22,0.417031,1.0040397627513116
2024-02-14,133096.74,1934.43,131162.32,124590.15,124590.15,1858,74,55,63,5,58,987,14532.0,1772.46,0.014534,1.0040397627513113
2024-02-15,164512.67,2234.15,162278.51,153799.76,153799.76,1009,78,59,67,2,65,593,18523.0,2080.49,0.01358,1.0040397627513111
2024-02-16,176657.2,354.24,176302.97,172382.16,172382.16,1888,83,70,69,10,59,939,18221.0,2124.13,0.002005,1.0040397627513116
2024-02-17,164552.86,2421.09,162131.77,158661.56,158661.56,1877,81,60,61,4,57,929,16398.0,2001.63,0.014713,1.0040397627513116
2024-02-18,157928.66,1374.22,156554.44,137482.05,137482.05,1276,75,59,63,3,60,790,18216.0,2087.39,0.008702,1.0185124395793541
2024-02-19,142396.41,7222.81,135173.6,111639.37,111639.37,1150,70,54,60,6,54,726,13773.0,1931.05,0.050723,1.018512439579354
2024-02-20,41262.93,37.3,41225.63,37188.35,37188.35,448,20,15,18,1,17,359,3810.0,2061.28,0.000904,1.018512439579354
2024-02-21,158778.63,4726.13,154052.5,142036.2,142036.2,1387,80,67,61,6,55,755,12602.0,1925.66,0.029766,1.018512439579354
2024-02-22,176067.67,473.43,175594.25,148106.93,156992.98,1149,74,55,62,6,56,699,17387.0,2372.9,0.002689,1.0185124395793541
2024-02-23,180897.15,2948.22,177948.92,154866.18,154866.18,1820,106,85,92,8,84,909,17572.0,1678.76,0.016298,1.018512439579354
2024-02-24,225010.58,1208.62,223801.95,193862.82,193862.82,2016,91,70,69,7,62,1023,20058.0,2459.36,0.005371,1.0185124395793537
2024-02-25,116065.28,121.33,115943.95,101618.47,106699.22,1449,66,51,58,4,54,740,10622.0,1756.73,0.001045,1.3601452310778193
2024-02-26,171427.84,428.95,170998.88,146838.46,154180.6,1749,76,63,62,3,59,859,13357.0,2249.99,0.002502,1.3601452310778197
2024-02-27,283818.74,17636.77,266181.97,230125.74,241632.53,2544,111,86,72,6,66,937,21530.0,2398.04,0.062141,1.3601452310778195
2024-02-28,211397.77,3237.75,208160.01,179491.36,188465.96,1682,90,78,64,8,56,841,19030.0,2312.89,0.015316,1.3601452310778195
2024-02-29,382317.16,3137.53,379179.63,327430.17,327430.17,1937,100,77,82,8,74,957,37871.0,3791.8,0.008207,1.3601452310778195
2024-03-01,202181.55,56.42,202125.14,166048.21,166048.21,1407,74,50,52,1,51,779,15213.0,2731.42,0.000279,1.3601452310778195
2024-03-02,78769.93,0.0,78769.93,53758.06,53758.06,803,31,25,29,6,23,572,4891.0,2540.97,0.0,1.360145231077819
2024-03-03,199874.67,1014.43,198860.24,213962.58,213962.58,1582,70,58,53,3,50,791,16020.0,2840.86,0.005075,1.2392721361679389
2024-03-04,288838.74,3729.21,285109.54,284631.76,284631.76,1821,106,90,77,0,77,885,26893.0,2689.71,0.012911,1.2392721361679389
2024-03-05,184213.51,698.97,183514.54,184639.51,184639.51,1329,78,57,65,3,62,718,19017.0,2352.75,0.003794,1.2392721361679386
2024-03-06,186366.36,6655.84,179710.53,181854.9,181854.9,1920,117,88,95,6,89,894,18552.0,1535.99,0.035714,1.239272136167939
2024-03-07,140619.98,1847.88,138772.1,140859.17,140859.17,1104,82,62,69,3,66,608,15404.0,1692.34,0.013141,1.2392721361679389
2024-03-08,131899.29,113.38,131785.91,130069.2,130069.2,1542,62,54,57,9,48,879,12642.0,2125.58,0.00086,1.2392721361679386
2024-03-09,179455.01,2161.43,177293.58,164890.32,164890.32,1591,92,75,73,3,70,831,18256.0,1927.1,0.012044,1.2392721361679389
2024-03-10,241705.85,3252.32,238453.53,199157.8,199157.8,1736,93,78,75,0,75,928,16104.0,2564.02,0.013456,0.9807733037158466
2024-03-11,149785.62,853.47,148932.14,129878.34,139726.28,1298,75,61,60,5,55,703,13179.0,1985.76,0.005698,0.9807733037158467
2024-03-12,191530.92,1974.22,189556.7,179163.13,191506.66,959,74,58,58,5,53,551,16408.0,2561.58,0.010308,0.9807733037158467
2024-03-13,168493.58,1160.48,167333.09,149535.17,160627.0,1149,80,58,63,1,62,653,16273.0,2091.66,0.006887,0.9807733037158468
2024-03-14,43016.07,990.21,42025.86,38684.02,40854.37,614,25,20,20,3,17,442,4103.0,1681.03,0.023019,0.9807733037158468
2024-03-15,127301.27,4330.37,122970.89,115335.29,121773.59,1258,62,47,53,3,50,740,11920.0,1983.4,0.034017,0.9807733037158469
2024-03-16,118042.42,2400.96,115641.46,106594.3,113071.59,1447,64,48,55,4,51,823,11063.0,1806.9,0.02034,0.9807733037158467
2024-03-17,156492.63,1460.32,155032.31,172250.75,184318.11,1564,75,59,54,5,49,870,14720.0,2067.1,0.009332,0.9617107387891403
2024-03-18,81946.84,780.52,81166.31,90088.19,96988.62,848,49,35,40,4,36,559,7735.0,1656.46,0.009525,0.9617107387891403
2024-03-19,125279.83,659.69,124620.14,135144.69,143903.99,1499,70,55,62,5,57,757,13395.0,1780.29,0.005266,0.9617107387891405
2024-03-20,88406.56,4245.2,84161.36,89561.6,95301.59,1219,71,57,64,5,59,744,9726.0,1185.37,0.048019,0.9617107387891402
2024-03-21,169376.96,1283.87,168093.09,201432.51,216279.79,1889,92,77,83,4,79,991,18829.0,1827.1,0.00758,0.9617107387891402
2024-03-22,194596.01,1395.39,193200.62,220859.96,235132.24,2285,104,88,75,6,69,1041,21456.0,1857.7,0.007171,0.9617107387891402
2024-03-23,199783.1,1063.74,198719.36,245902.01,266128.74,1815,95,78,86,3,83,993,28284.0,2091.78,0.005324,0.9617107387891404
2024-03-24,291400.23,3151.37,288248.86,332718.2,340538.47,1029,62,50,51,7,44,643,10988.0,4649.18,0.010815,1.177159409811833
2024-03-25,66984.54,147.51,66837.03,67292.34,74872.64,1053,40,28,38,1,37,648,9461.0,1670.93,0.002202,1.177159409811833
2024-03-26,116332.71,10611.25,105721.46,106139.22,119577.26,1454,86,63,71,5,66,843,13166.0,1229.32,0.091215,1.177159409811833
2024-03-27,203609.69,462.29,203147.4,218103.84,242143.32,1575,61,48,45,1,44,875,14619.0,3330.29,0.00227,1.177159409811833
2024-03-28,270195.3,5966.84,264228.46,254969.26,287320.41,1657,70,56,47,5,42,908,30882.0,3774.69,0.022083,1.177159409811833
2024-03-29,189413.48,2137.82,187275.66,182520.7,195850.66,1507,96,72,82,8,74,860,20301.0,1950.79,0.011287,1.177159409811833
2024-03-30,116083.57,1404.16,114679.4,112815.93,121415.09,951,59,50,39,1,38,581,11832.0,1943.72,0.012096,1.1771594098118332
2024-03-31,216159.68,774.99,215384.69,121230.6,129086.11,1154,63,54,57,8,49,721,15084.0,3418.8,0.003585,1.387720977363634
2024-04-01,315994.92,11047.32,304947.59,173278.75,183778.99,1990,93,74,64,6,58,1004,17448.0,3279.01,0.03496,1.3877209773636343
2024-04-02,264181.03,13872.73,250308.3,123810.37,132778.32,1514,78,64,61,6,55,866,14809.0,3209.08,0.052512,1.3877209773636343
2024-04-03,198666.45,322.14,198344.31,113816.5,121603.57,1000,62,44,56,4,52,646,15815.0,3199.1,0.001622,1.387720977363634
2024-04-04,253707.58,9818.39,243889.19,128963.99,137189.5,1940,86,67,73,6,67,963,15095.0,2835.92,0.0387,1.3877209773636339
2024-04-05,179338.39,382.77,178955.63,100404.09,107221.73,1022,56,47,45,1,44,644,9980.0,3195.64,0.002134,1.387720977363634
2024-04-06,67999.39,9652.77,58346.61,32654.98,34842.24,694,36,26,30,2,28,556,4047.0,1620.74,0.141954,1.387720977363634
2024-04-07,90954.14,1066.6,89887.54,87346.66,93726.83,1162,58,51,42,0,42,719,9951.0,1549.79,0.011727,0.9525111594218952
2024-04-08,199868.81,1152.63,198716.18,185838.35,198902.66,965,63,53,47,5,42,610,21868.0,3154.23,0.005767,0.952511159421895
2024-04-09,128993.91,1887.65,127106.26,114210.34,121942.72,1344,57,43,44,3,41,987,12207.0,2229.93,0.014634,0.9525111594218951
2024-04-10,260066.26,6165.97,253900.28,237141.69,245814.57,1607,78,60,59,3,56,940,22557.0,3255.13,0.023709,0.952511159421895
2024-04-11,78738.09,2848.43,75889.67,68243.11,73254.6,989,59,42,41,3,38,594,8068.0,1286.27,0.036176,0.9525111594218951
2024-04-12,33683.44,346.25,33337.19,32328.84,34276.49,581,27,22,24,5,19,423,3102.0,1234.71,0.01028,0.952511159421895
2024-04-13,217121.34,578.88,216542.46,232622.79,232622.79,2173,59,47,38,1,37,1101,15710.0,3670.21,0.002666,0.9525111594218952
2024-04-14,199450.31,4834.49,194615.82,209521.71,209521.71,2183,84,63,67,4,63,1149,22511.0,2316.86,0.024239,0.8507616332714735
2024-04-15,135350.18,491.84,134858.33,139608.92,139608.92,1797,76,58,65,1,64,1001,19196.0,1774.45,0.003634,0.8507616332714737
2024-04-16,162008.67,5310.89,156697.78,166776.95,166776.95,1925,90,70,79,6,73,1056,19923.0,1741.09,0.032782,0.8507616332714736
2024-04-17,126364.11,2923.91,123440.2,137694.56,137694.56,1591,76,62,52,2,50,914,12747.0,1624.21,0.023139,0.8507616332714737
2024-04-18,31234.13,1390.99,29843.14,30875.83,30875.83,805,29,27,20,2,18,603,4241.0,1029.07,0.044534,0.8507616332714736
2024-04-19,122435.86,637.48,121798.39,119740.99,119740.99,1496,63,60,49,4,45,929,15153.0,1933.31,0.005207,0.8507616332714737
2024-04-20,129891.88,2094.79,127797.08,135517.05,135517.05,1651,64,48,52,5,47,981,14094.0,1996.83,0.016127,0.8507616332714737
2024-04-21,106156.82,715.93,105440.89,118554.02,118554.02,1590,62,48,52,2,50,944,16345.0,1700.66,0.006744,0.9105792057989053
2024-04-22,171355.7,4709.03,166646.67,173871.93,173871.93,1699,82,63,69,7,62,971,18084.0,2032.28,0.027481,0.9105792057989052
2024-04-23,69868.55,1590.11,68278.43,72566.22,72566.22,1107,49,39,40,2,38,839,7539.0,1393.44,0.022759,0.9105792057989052
2024-04-24,84919.74,86.26,84833.49,93318.09,93318.09,1224,53,36,45,3,42,749,11018.0,1600.63,0.001016,0.9105792057989053
2024-04-25,133995.98,4487.65,129508.33,148721.13,156157.44,2177,68,50,50,3,47,1186,15705.0,1904.53,0.033491,0.9105792057989051
2024-04-26,260041.59,2812.47,257229.12,267899.51,281294.06,1645,80,52,69,6,63,856,29363.0,3215.36,0.010815,0.9105792057989052
2024-04-27,147244.9,7621.38,139623.52,161705.03,169790.28,1986,65,56,50,5,45,1052,18435.0,2148.05,0.05176,0.9105792057989052
2024-04-28,190768.76,3585.03,187183.73,169986.22,178485.27,1528,93,77,72,4,68,906,20192.0,2012.73,0.018793,1.2144975314845228
2024-04-29,133003.66,569.38,132434.28,106335.09,106335.09,1284,52,41,41,5,36,881,10296.0,2546.81,0.004281,1.2144975314845228
2024-04-30,164177.96,4026.04,160151.92,144041.52,144041.52,1115,63,50,55,4,51,653,18054.0,2542.09,0.024522,1.2144975314845228
2024-05-01,177615.86,184.18,177431.68,138424.41,138424.41,1923,62,48,52,4,48,1018,16082.0,2861.8,0.001037,1.2144975314845226
2024-05-02,132031.67,1952.37,130079.3,114332.46,114332.46,1252,68,53,55,3,52,774,13898.0,1912.93,0.014787,1.214497531484523
2024-05-03,143495.83,42.59,143453.24,137255.59,137255.59,1213,50,42,40,3,37,746,13960.0,2869.06,0.000297,1.2144975314845228
2024-05-04,341889.71,3467.04,338422.68,301305.9,301305.9,1530,103,85,89,6,83,865,30465.0,3285.66,0.010141,1.214497531484523
2024-05-05,102605.86,3305.89,99299.97,97165.29,97165.29,1121,68,58,60,9,51,685,11687.0,1460.29,0.032219,1.0507680273458282
2024-05-06,176407.19,16.99,176390.2,179200.56,179200.56,1251,43,38,37,2,35,787,19369.0,4102.1,9.6e-05,1.0507680273458282
2024-05-07,116267.36,144.68,116122.68,113803.79,113803.79,1184,44,33,37,5,32,761,11693.0,2639.15,0.001244,1.050768027345828
2024-05-08,145562.86,2071.12,143491.74,140815.5,140815.5,1357,59,52,53,7,46,859,15798.0,2432.06,0.014228,1.0507680273458284
2024-05-09,156638.59,5082.66,151555.92,146307.07,146307.07,1538,78,67,70,5,65,864,17249.0,1943.02,0.032448,1.0507680273458282
2024-05-10,328480.6,30252.36,298228.24,329081.6,329081.6,1817,89,73,80,6,74,897,43438.0,3350.88,0.092098,1.0507680273458284
2024-05-11,113754.5,784.68,112969.82,113109.5,113109.5,1417,58,48,50,5,45,834,12768.0,1947.76,0.006898,1.0507680273458284
2024-05-12,40225.16,553.12,39672.04,40603.34,40603.34,533,33,27,28,2,26,409,5280.0,1202.18,0.013751,0.977909144399009
2024-05-13,271174.23,769.2,270405.03,123761.01,123761.01,1470,49,35,45,3,42,826,13457.0,5518.47,0.002837,0.9779091443990089
2024-05-14,189926.24,3994.74,185931.5,145615.68,145615.68,1109,54,42,48,1,47,661,16452.0,3443.18,0.021033,0.9779091443990089
2024-05-15,149638.45,1465.47,148172.98,152193.5,152193.5,1365,60,48,51,3,48,830,14472.0,2469.55,0.009793,0.977909144399009
2024-05-16,346272.64,1817.94,344454.69,353355.86,353355.86,1966,80,66,69,2,67,1051,39324.0,4305.68,0.00525,0.9779091443990091
2024-05-17,168030.6,294.49,167736.12,171853.58,171853.58,1108,53,44,42,2,40,709,11991.0,3164.83,0.001753,0.977909144399009
2024-05-18,33474.63,167926.37,-134451.74,30420.17,30420.17,549,36,26,30,1,29,389,3216.0,-3734.77,5.016526,0.977909144399009
2024-05-19,92545.98,196.66,92349.31,93089.25,93089.25,914,52,41,48,5,43,615,10190.0,1775.95,0.002125,0.9403604042666098
2024-05-20,93137.27,588.58,92548.69,103856.21,103856.21,1023,55,44,46,6,40,670,11203.0,1682.7,0.006319,0.9403604042666098
2024-05-21,262213.53,13970.89,248242.64,270830.84,270830.84,1644,60,49,47,3,44,940,27769.0,4137.38,0.053281,0.9403604042666097
2024-05-22,266730.16,3133.21,263596.95,290979.63,290979.63,1520,91,79,81,8,73,870,34240.0,2896.67,0.011747,0.9403604042666098
2024-05-23,88230.4,461.24,87769.17,91778.97,91778.97,810,59,47,58,6,52,560,10704.0,1487.61,0.005228,0.9403604042666097
2024-05-24,70228.3,108.94,70119.36,77585.77,77585.77,1039,42,34,37,5,32,656,8079.0,1669.51,0.001551,0.9403604042666099
2024-05-25,138248.99,10193.13,128055.86,151708.33,159293.69,1265,68,51,60,3,57,731,15701.0,1883.17,0.07373,0.9403604042666097
2024-05-26,211532.57,1255.36,210277.21,138819.99,145760.97,1446,68,55,61,3,58,820,15226.0,3092.31,0.005935,1.2773677290899503
2024-05-27,339800.76,6080.67,333720.09,253670.43,266353.79,1841,97,80,79,3,76,960,29575.0,3440.41,0.017895,1.2773677290899503
2024-05-28,176847.62,3079.98,173767.64,121913.03,128008.75,1285,85,63,78,10,68,769,13586.0,2044.33,0.017416,1.2773677290899503
2024-05-29,212764.83,522.98,212241.85,137920.72,137920.72,912,48,42,42,6,36,624,17131.0,4421.71,0.002458,1.2773677290899503
2024-05-30,79930.47,135.86,79794.6,58276.42,58276.42,1159,39,28,36,0,36,736,6705.0,2046.02,0.0017,1.2773677290899503
2024-05-31,229343.2,1160.39,228182.81,158678.86,158678.86,3207,45,33,27,3,24,1306,10334.0,5070.73,0.00506,1.2773677290899506
2024-06-01,168150.54,71278.2,96872.34,82095.29,82095.29,1251,78,53,67,4,63,819,16782.0,1241.95,0.423895,1.2773677290899503
2024-06-02,196399.57,358.74,196040.84,200328.29,200328.29,1393,79,65,71,3,68,773,27739.0,2481.53,0.001827,1.1447088111687191
2024-06-03,213544.7,1411.32,212133.38,217249.83,217249.83,2324,83,67,64,6,58,1125,18533.0,2555.82,0.006609,1.1447088111687194
2024-06-04,93803.79,497.38,93306.4,91691.32,91691.32,1312,53,46,46,7,39,823,10932.0,1760.5,0.005302,1.1447088111687194
2024-06-05,202711.68,1728.12,200983.56,196473.33,196473.33,1565,73,56,60,3,57,890,22891.0,2753.2,0.008525,1.1447088111687194
2024-06-06,165438.92,1498.79,163940.14,151332.14,151332.14,1127,68,57,53,4,49,708,15189.0,2410.88,0.009059,1.1447088111687194
2024-06-07,181139.88,1463.56,179676.32,172047.81,175359.39,2100,57,46,44,4,40,1089,16556.0,3152.22,0.00808,1.1447088111687194
2024-06-08,152802.35,2655.77,150146.58,142887.53,146966.88,1751,81,63,62,2,60,937,17648.0,1853.66,0.01738,1.1447088111687196
2024-06-09,148275.32,2208.83,146066.5,159097.12,162240.91,1584,81,66,66,3,63,920,17477.0,1803.29,0.014897,1.1944751001990053
2024-06-10,167715.76,164.85,167550.91,190447.26,195206.57,1970,78,63,68,10,58,1017,20915.0,2148.09,0.000983,1.194475100199005
2024-06-11,133679.77,3207.44,130472.33,156352.66,159681.28,1676,89,71,80,4,76,913,17259.0,1465.98,0.023993,1.1944751001990048
2024-06-12,251369.05,77.58,251291.47,295315.08,301165.54,2409,70,50,63,7,56,1092,36505.0,3589.88,0.000309,1.194475100199005
2024-06-13,115154.66,1002.26,114152.41,126285.21,128568.45,1358,83,65,68,10,58,861,14255.0,1375.33,0.008704,1.1944751001990053
2024-06-14,306610.35,2054.6,304555.75,404459.56,410261.77,2175,108,87,89,9,80,1016,29407.0,2819.96,0.006701,1.194475100199005
2024-06-15,134672.42,528.5,134143.92,146772.24,150730.92,1443,57,42,49,7,42,802,15099.0,2353.4,0.003924,1.1944751001990048
2024-06-16,33800.65,141.66,33658.99,85135.4,87452.96,1252,28,20,25,4,21,829,8964.0,1202.11,0.004191,0.7000766281981701
2024-06-17,93986.89,874.63,93112.26,249305.17,258700.06,1407,88,67,78,9,69,777,29343.0,1058.09,0.009306,0.70007662819817
2024-06-18,253240.42,184.29,253056.13,591441.72,623514.74,1684,75,55,56,4,52,896,43576.0,3374.08,0.000728,0.70007662819817
2024-06-19,96126.17,9647.06,86479.11,223518.76,228297.83,3097,99,78,84,11,73,1339,23878.0,873.53,0.100358,0.7000766281981702
2024-06-20,124992.91,5429.93,119562.98,307078.4,307078.4,2702,127,97,108,16,92,1200,33814.0,941.44,0.043442,0.70007662819817
2024-06-21,83195.93,1985.93,81210.0,206796.76,206796.76,2605,83,71,71,10,61,1282,22393.0,978.43,0.023871,0.70007662819817
2024-06-22,64718.51,213.92,64504.59,168575.15,168575.15,1931,78,58,74,14,60,980,19449.0,826.98,0.003305,0.70007662819817
2024-06-23,112622.17,823.26,111798.92,154260.05,154260.05,1527,71,59,64,7,57,904,15313.0,1574.63,0.00731,1.0362716874079696
2024-06-24,144564.37,4562.91,140001.46,189308.23,189308.23,1868,100,75,83,3,80,1016,21617.0,1400.01,0.031563,1.0362716874079696
2024-06-25,171991.58,1372.97,170618.61,229890.17,241385.22,2839,110,94,93,7,86,1310,25495.0,1551.08,0.007983,1.0362716874079698
2024-06-26,189826.81,10822.2,179004.61,235371.51,247140.21,2487,112,94,97,16,81,1139,28754.0,1598.26,0.057011,1.0362716874079698
2024-06-27,190007.37,1536.47,188470.9,233720.58,245406.13,1867,86,66,70,7,63,974,22686.0,2191.52,0.008086,1.0362716874079698
2024-06-28,45742.25,43.72,45698.53,62930.46,66076.4,1402,36,31,32,4,28,863,8337.0,1269.4,0.000956,1.0362716874079698
2024-06-29,251796.49,4479.7,247316.79,329357.74,329357.74,2242,72,62,52,7,45,1087,26137.0,3434.96,0.017791,1.03627168740797
2024-06-30,176966.53,1821.73,175144.8,256647.94,256647.94,2738,96,83,74,8,66,1191,26620.0,1824.42,0.010294,1.1178662017285148
2024-07-01,259550.22,1143.99,258406.24,406113.22,406113.22,2401,100,73,82,11,71,1118,46378.0,2584.06,0.004408,1.1178662017285144
2024-07-02,213125.91,25378.04,187747.87,297635.05,297635.05,3094,182,142,154,17,137,1288,38983.0,1031.58,0.119075,1.1178662017285146
2024-07-03,189115.41,1876.51,187238.9,287062.43,287062.43,2374,97,76,80,13,67,1083,31028.0,1930.3,0.009923,1.1178662017285146
2024-07-04,41905.77,1941.11,39964.66,63759.68,63759.68,1250,41,33,35,11,24,811,7566.0,974.75,0.046321,1.1178662017285146
2024-07-05,157483.59,3860.27,153623.32,246160.51,246160.51,3164,119,94,93,15,78,1323,26506.0,1290.95,0.024512,1.1178662017285146
2024-07-06,200948.52,34897.76,166050.76,218099.04,218099.04,2437,95,78,77,9,68,1233,34683.0,1747.9,0.173665,1.1178662017285146
2024-07-07,130805.31,12233.55,118571.76,153270.92,153270.92,2149,95,77,75,5,70,1128,19182.0,1248.12,0.093525,1.0065154107261352
2024-07-08,150626.79,1646.99,148979.8,192891.06,192891.06,2298,91,74,79,10,69,1179,18794.0,1637.14,0.010934,1.0065154107261352
2024-07-09,148645.31,3460.31,145185.0,188691.35,188691.35,1776,76,59,61,5,56,991,18459.0,1910.33,0.023279,1.0065154107261352
2024-07-10,91976.78,1584.31,90392.47,116695.65,116695.65,1226,39,30,32,5,27,799,9107.0,2317.76,0.017225,1.0065154107261352
2024-07-11,209476.48,13778.94,195697.55,248965.72,248965.72,2899,99,72,86,8,78,1344,32402.0,1976.74,0.065778,1.0065154107261354
2024-07-12,207268.2,1933.81,205334.39,239676.34,239676.34,2866,93,71,77,6,71,1236,29777.0,2207.9,0.00933,1.0065154107261352
2024-07-13,149953.15,2299.79,147653.37,188180.52,188180.52,2261,102,87,85,13,72,1192,19333.0,1447.58,0.015337,1.0065154107261352
2024-07-14,202562.59,1047.53,201515.06,329703.13,329703.13,2294,104,84,88,6,82,1152,40957.0,1937.64,0.005171,0.9175392648190646
2024-07-15,194076.46,910.96,193165.5,342767.94,342767.94,1391,67,53,59,8,51,808,24830.0,2883.07,0.004694,0.9175392648190646
2024-07-16,38282.07,126.58,38155.49,65938.23,65938.23,1675,44,31,40,6,34,969,6956.0,867.17,0.003307,0.9175392648190642
2024-07-17,177715.18,36537.04,141178.13,211087.93,211087.93,2892,104,85,83,6,77,1340,29644.0,1357.48,0.205593,0.9175392648190644
2024-07-18,128341.55,1150.65,127190.9,215572.54,215572.54,2430,80,59,68,9,59,1128,26727.0,1589.89,0.008966,0.9175392648190644
2024-07-19,116752.11,660.28,116091.82,195369.72,195369.72,1872,99,74,81,9,72,1051,20638.0,1172.64,0.005655,0.9175392648190644
2024-07-20,147008.26,5471.41,141536.85,255002.67,255002.67,2491,126,101,110,9,101,1145,33309.0,1123.31,0.037218,0.9175392648190646
2024-07-21,118709.38,239.75,118469.63,217186.46,217186.46,1597,86,64,63,6,57,859,23995.0,1377.55,0.00202,0.9434596003586051
2024-07-22,105262.5,66.66,105195.84,185228.1,185228.1,2848,97,76,88,10,78,1211,19902.0,1084.49,0.000633,0.9434596003586051
2024-07-23,162068.34,881.13,161187.21,286139.03,286139.03,3360,73,61,63,5,58,1599,21606.0,2208.04,0.005437,0.9434596003586054
2024-07-24,111977.29,3338.47,108638.82,155130.21,155130.21,1751,92,73,87,8,79,902,16635.0,1180.86,0.029814,0.9434596003586051
2024-07-25,133436.56,1889.22,131547.34,241590.79,253670.4,2586,100,84,87,14,73,1246,28930.0,1315.47,0.014158,0.9434596003586052
2024-07-26,178825.08,1934.82,176890.26,338581.25,355510.59,2358,112,95,94,8,86,1211,33608.0,1579.38,0.01082,0.9434596003586052
2024-07-27,191187.73,7196.17,183991.56,323747.89,339935.34,2915,129,100,103,4,99,1280,36190.0,1426.29,0.037639,0.9434596003586051
2024-07-28,140475.23,93.47,140381.77,230105.93,241611.2,3347,104,76,88,11,77,1313,23069.0,1349.82,0.000665,1.2344376453561061
2024-07-29,258593.91,5279.47,253314.43,450375.53,450375.53,2052,105,81,89,5,84,1055,31983.0,2412.52,0.020416,1.2344376453561061
2024-07-30,176946.68,5823.91,171122.76,292803.31,292803.31,3994,139,114,120,5,115,1484,26621.0,1231.1,0.032913,1.2344376453561063
2024-07-31,205780.49,10702.5,195077.99,335309.91,335309.91,2667,125,96,102,12,90,1245,38899.0,1560.62,0.052009,1.2344376453561066
2024-08-01,224417.15,2343.5,222073.65,371868.42,371868.42,3204,160,130,138,11,127,1314,38229.0,1387.96,0.010443,1.2344376453561063
2024-08-02,188055.34,948.28,187107.06,286744.44,286744.44,4009,111,82,91,8,83,1530,29236.0,1685.65,0.005043,1.2344376453561066
2024-08-03,122562.53,1645.83,120916.7,175537.46,175537.46,2967,93,72,75,5,70,1261,21144.0,1300.18,0.013429,1.2344376453561063
2024-08-04,298512.61,1760.34,296752.27,604247.8,604247.8,3516,133,103,108,11,97,1421,47399.0,2231.22,0.005897,1.0987219906817693
2024-08-05,160172.45,1322.78,158849.67,316701.6,316701.6,3372,116,99,98,8,90,1456,30360.0,1369.39,0.008258,1.0987219906817693
2024-08-06,181252.26,4244.13,177008.13,331745.49,331745.49,4095,142,114,119,5,114,1523,34071.0,1246.54,0.023416,1.0987219906817693
2024-08-07,159799.84,1591.96,158207.89,317659.7,317659.7,3525,151,123,131,6,125,1435,31771.0,1047.73,0.009962,1.0987219906817696
2024-08-08,134144.85,4363.53,129781.32,266252.23,266252.23,2838,144,116,128,6,122,1263,24184.0,901.26,0.032528,1.0987219906817696
